ID,CustomerID,BranchID,FromAddressInfoID,FromPhoneInfoID,ToAddressInfoID,ToPhoneInfoID,MovePricingID,Status,MovingDate,MoveSize,MoveType,ApproximateWeight,Distance,Comments,Brand,EstimatorDate,EstimatorEndDate,BookedDate,CancellationReason,CurrentWorkflowStage,CurrentWorkflowStep,SentToLocalOffice,DateUpdated,DateCreated,MovingDateCommitmentStatus,MoveCompletedDate,InvoiceFlag,BillOfLaden,EstimatorEmployeeID,IsStorage,CrewRating,Capacity,CapacitySaved,EstTime,IsVerify,IsAts,PackingCrew,PackingEstimateTime,PackingEstHrs,ROM,TruckAdded,PreMoveType,PreCoded,HoursChange,INTERNALNOTES,customerviewed,UnloadingROM,GoogleDistance,Chargeback,EstimatorVideo,ZipCodeNotSure,MovingDateNotSure,ResolutionStatus,IsSatellite,EstimateFlag,IsGoogleReviewSent,CustomPriceText,RouteId,MoveWithUsBefore,ExactDate,DueBookedOutDate,DepositAmount,StorageStatus,IsLDMove,StorageInterest,IsPenciledInConfirmed,PenciledInAt,MainMoveType,OneTimeOrCorporate,JunkOption,MongoDBId,InvoiceMongoDBId
257791,358037,9.0,524495,516687,524496,516688,257385,2,2008-01-11 00:00:00.000,0,1,,10.0,"<P>3/8.5/99- darget’s est$3073.78(+10%) 8185 lbs</P>
<P>came into storage 11/23/05</P>",1,,,2008-01-11 00:00:00.000,0.0,500,500,1,2019-10-07 14:15:00.000,2008-01-11 11:12:00.000,,2008-01-11 00:00:00.000,0,,,0.0,0.0,0.5,,,0.0,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
274571,374936,42.0,558538,550233,558539,550234,274158,3,2008-02-20 00:00:00.000,0,0,,0.0,north american del. a baby grand to us....,1,,,2008-02-20 00:00:00.000,0.0,400,400,1,2015-05-21 13:28:00.000,2008-02-20 15:55:00.000,,2008-02-21 00:00:00.000,0,,,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277435,377808,8.0,564341,555955,564342,555956,277019,3,2008-03-10 00:00:00.000,0,1,3750.0,7.0,"<P>3-5/6 99 plus&nbsp;69&nbsp; $30 handling &nbsp;$35 mthly storage &amp; 15 o/s storage said he will sign a waiver to stand a couch up in the vault so he doesnt have to pay any o/s charges&nbsp;8:30-9:30 origin is cedar village come west entrance our storage hvst buffet&nbsp;spclty none packing none <A href=""mailto:2@84.00"">2@84.00</A> (he said he'll take 3 men at 99/hr)2 min 1 tt&nbsp; origin is cedar village, don't drive into main entrance -drive into west entrance knows ice &amp; snow said will do what he can its an old person home</P>",1,,,2008-02-26 00:00:00.000,0.0,400,400,1,2019-07-13 10:15:00.000,2008-02-26 17:15:00.000,,2008-03-10 00:00:00.000,0,,,0.0,0.0,0.5,,,0.0,,,,,,,,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
290269,390691,4.0,590349,581601,590350,581602,289841,3,2008-03-30 00:00:00.000,0,1,5000.0,7.0,"<P>INTO STORAGE</P>
<P>heaviest: chester drawer</P>
<P>packing :no</P>
<P><A href=""mailto:2@98.00"">2@98.00</A> + 1hr. tt</P>
<P>some is coming into our storage- get billing address&nbsp;&nbsp;&nbsp; 1912 PARAMOUNT AVE. 78704</P>",1,,,2008-03-25 00:00:00.000,0.0,400,400,1,2017-09-05 13:57:00.000,2008-03-25 11:34:00.000,,2008-04-01 00:00:00.000,0,,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305622,406043,8.0,621235,612091,621236,612092,305086,3,2009-03-11 00:00:00.000,2,1,3750.0,,"<P>2-4/5-74 plus 69, minor packing, My mother recently passed away. I am planning to come in August to clean out her two-bedroom condo. please bring some mirror cartons/ paper pads and tape (6)</P>
<P>(see internal notes for storage billing)</P>
<P>send storage bill to 50 patrick view southwest, Calvary, Alberta postal code t3h3b3</P>
<P>heaviest-dresser</P>
<P> </P>
<P><A href=""mailto:2@$84  .00"">2@$84  .00</A> + 2 hr min + $69 TT, $35 per crate per month $30 one time fee to load</P>",1,2009-02-27 00:00:00.000,2009-02-27 01:00:00.000,2009-02-27 00:00:00.000,0.0,400,400,1,2017-11-22 16:20:00.000,2008-04-22 16:51:00.000,,2009-03-11 00:00:00.000,0,,,0.0,0.0,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321875,422422,22.0,654148,644579,654149,644580,321330,3,2004-11-24 00:00:00.000,0,3,0.0,129.0,,1,,,2013-10-07 17:00:00.000,0.0,400,400,1,2019-04-19 19:27:00.000,2008-05-17 11:25:00.000,,2004-11-24 00:00:00.000,0,,,1.0,0.0,0.5,,,0.0,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,
361307,462110,21.0,733993,723335,733994,723336,360717,3,2008-07-12 00:00:00.000,0,3,0.0,147.0,"<p><font color=""#ff0000""><b>**PO Box 471 Lake Oswego, OR 97034**</b></font></p><p>he does not make his own payment will pay when the bill comes. </p>
<p>4426-5790-0016-5937 x 04/15 cvc 340 paid $110 storage balance today via cms and put info on filemaker as well po box 471 lake Oswego or 97034 for rorry blyth</p>",1,,,2008-07-09 00:00:00.000,0.0,400,400,1,2019-10-07 13:23:00.000,2008-07-09 20:34:00.000,,2008-07-12 00:00:00.000,0,,,0.0,0.0,0.5,,,0.0,,,,,,,,,,,,,147.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
363940,464769,9.0,739291,728587,739292,728588,363343,3,2008-07-21 00:00:00.000,0,1,0.0,6.0,"3-6-129 LEVANUELS $1,693.28 PLUS 10% *COMING INTO STORAGE *PACK &amp;LOAD SAME DAY *PACK: DP-7 1.5-15&nbsp; 3.0-24&nbsp; 4.5-4&nbsp; 6.0-2&nbsp; WD-2 BUBBLEWRAP- 1 *3 ANTIQUE PCS THAT&nbsp;NEEDS&nbsp;SPECIAL ATTENTION&nbsp; LM *CONFIRMED BY LM",1,2008-07-17 09:30:00.000,2008-07-17 10:30:00.000,2008-07-18 07:23:00.000,0.0,400,400,1,2019-10-15 17:33:00.000,2008-07-14 10:26:00.000,,2008-07-21 00:00:00.000,0,,1220.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
389985,491127,15.0,791965,780533,791966,780534,389358,3,2008-09-27 00:00:00.000,0,1,4000.0,17.0,"<P><A href=""mailto:2@80hr"">2@80hr</A> 3hr.min. + 1tt....</P>
<P>Specialty - tv and tv stand tv...</P>
<P>Heaviest item - 2 piece maple dresser....&nbsp;&nbsp;&nbsp;&nbsp; </P>
<P>171B 233-355</P>LM 1/12/12 1:36pm on both#",1,,,2008-09-06 00:00:00.000,0.0,400,400,1,2019-10-31 15:01:00.000,2008-08-16 20:26:00.000,,2008-09-27 00:00:00.000,0,,,0.0,0.0,0.5,,,0.0,,,,,,,,,,,,,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
404847,506117,26.0,822122,810249,822123,810250,404225,3,2008-09-12 00:00:00.000,0,1,1000.0,20.0,"<P>**DOCK RELEASE TO SOUTH**</P>
<P>Map&nbsp; 548&nbsp; C1&nbsp; 2-3-89 .5 trvl&nbsp; into ams stg, 2-3 weeks - quoted $50/crate, pro-rated</P>",1,,,2008-09-09 00:00:00.000,0.0,400,400,1,2019-11-08 09:52:00.000,2008-09-09 09:48:00.000,,2008-09-12 00:00:00.000,0,,,1.0,0.0,1.0,,6.0,0.0,,,,,,,,,,,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
